algoritmo;vertices;arestas;densidade;semente;repeticao;tempo_ms
Floyd-Warshall;100;200;esparso;48;10;46,543055
Floyd-Warshall;100;200;esparso;48;11;47,731014
Floyd-Warshall;100;200;esparso;48;12;48,109608
Floyd-Warshall;100;200;esparso;48;13;48,232204
Floyd-Warshall;100;200;esparso;48;14;48,502214
Floyd-Warshall;100;200;esparso;48;15;46,940943
Floyd-Warshall;100;200;esparso;48;16;48,824457
Floyd-Warshall;100;200;esparso;48;17;47,878225
Floyd-Warshall;100;200;esparso;48;18;48,130310
Floyd-Warshall;100;200;esparso;48;19;47,858229
Floyd-Warshall;100;200;esparso;48;20;49,060914
Floyd-Warshall;100;200;esparso;48;21;46,946194
Floyd-Warshall;100;200;esparso;48;22;49,242123
Floyd-Warshall;100;200;esparso;48;23;47,970353
Floyd-Warshall;100;200;esparso;48;24;47,463148
Floyd-Warshall;100;200;esparso;48;25;48,127112
Floyd-Warshall;100;200;esparso;48;26;48,765440
Floyd-Warshall;100;200;esparso;48;27;47,587625
Floyd-Warshall;100;200;esparso;48;28;46,421615
Floyd-Warshall;100;200;esparso;48;29;47,547279
Floyd-Warshall;100;200;esparso;48;30;46,082266
Floyd-Warshall;100;1980;intermediario;49;1;113,679949
Floyd-Warshall;100;1980;intermediario;49;2;112,798369
Floyd-Warshall;100;1980;intermediario;49;3;114,639578
Floyd-Warshall;100;1980;intermediario;49;4;116,801065
Floyd-Warshall;100;1980;intermediario;49;5;115,355910
Floyd-Warshall;100;1980;intermediario;49;6;115,069206
Floyd-Warshall;100;1980;intermediario;49;7;113,520789
Floyd-Warshall;100;1980;intermediario;49;8;117,948473
Floyd-Warshall;100;1980;intermediario;49;9;115,767717
Floyd-Warshall;100;1980;intermediario;49;10;113,447878
Floyd-Warshall;100;1980;intermediario;49;11;118,077752
Floyd-Warshall;100;1980;intermediario;49;12;118,550807
Floyd-Warshall;100;1980;intermediario;49;13;113,234994
Floyd-Warshall;100;1980;intermediario;49;14;113,433260
Floyd-Warshall;100;1980;intermediario;49;15;111,790581
Floyd-Warshall;100;1980;intermediario;49;16;114,699917
Floyd-Warshall;100;1980;intermediario;49;17;114,378118
Floyd-Warshall;100;1980;intermediario;49;18;113,581044
Floyd-Warshall;100;1980;intermediario;49;19;114,685205
Floyd-Warshall;100;1980;intermediario;49;20;117,023874
Floyd-Warshall;100;1980;intermediario;49;21;113,667883
Floyd-Warshall;100;1980;intermediario;49;22;116,641002
Floyd-Warshall;100;1980;intermediario;49;23;113,106915
Floyd-Warshall;100;1980;intermediario;49;24;118,781172
