algoritmo;vertices;arestas;densidade;semente;repeticao;tempo_ms
Johnson;100;200;esparso;48;8;14,427461
Johnson;100;200;esparso;48;9;14,482607
Johnson;100;200;esparso;48;10;14,767075
Johnson;100;200;esparso;48;11;14,088552
Johnson;100;200;esparso;48;12;14,404398
Johnson;100;200;esparso;48;13;15,078632
Johnson;100;200;esparso;48;14;14,031933
Johnson;100;200;esparso;48;15;14,510914
Johnson;100;200;esparso;48;16;14,182790
Johnson;100;200;esparso;48;17;14,563201
Johnson;100;200;esparso;48;18;14,327529
Johnson;100;200;esparso;48;19;14,247208
Johnson;100;200;esparso;48;20;14,182937
Johnson;100;200;esparso;48;21;13,947622
Johnson;100;200;esparso;48;22;14,331941
Johnson;100;200;esparso;48;23;14,845282
Johnson;100;200;esparso;48;24;16,186010
Johnson;100;200;esparso;48;25;14,605528
Johnson;100;200;esparso;48;26;16,089504
Johnson;100;200;esparso;48;27;15,274635
Johnson;100;200;esparso;48;28;14,707769
Johnson;100;200;esparso;48;29;14,993683
Johnson;100;200;esparso;48;30;14,738314
Johnson;100;1980;intermediario;49;1;44,195745
Johnson;100;1980;intermediario;49;2;42,474332
Johnson;100;1980;intermediario;49;3;44,309665
Johnson;100;1980;intermediario;49;4;42,949140
Johnson;100;1980;intermediario;49;5;43,504161
Johnson;100;1980;intermediario;49;6;44,794234
Johnson;100;1980;intermediario;49;7;44,179081
Johnson;100;1980;intermediario;49;8;45,506900
Johnson;100;1980;intermediario;49;9;44,907720
Johnson;100;1980;intermediario;49;10;44,356433
Johnson;100;1980;intermediario;49;11;43,780598
Johnson;100;1980;intermediario;49;12;43,783234
Johnson;100;1980;intermediario;49;13;43,142203
Johnson;100;1980;intermediario;49;14;43,388627
Johnson;100;1980;intermediario;49;15;43,597398
Johnson;100;1980;intermediario;49;16;44,331507
Johnson;100;1980;intermediario;49;17;44,484820
Johnson;100;1980;intermediario;49;18;43,047769
Johnson;100;1980;intermediario;49;19;44,031851
Johnson;100;1980;intermediario;49;20;43,262325
Johnson;100;1980;intermediario;49;21;43,991078
Johnson;100;1980;intermediario;49;22;42,816893
Johnson;100;1980;intermediario;49;23;43,737007
Johnson;100;1980;intermediario;49;24;41,616728
Johnson;100;1980;intermediario;49;25;43,821809
Johnson;100;1980;intermediario;49;26;42,629856
Johnson;100;1980;intermediario;49;27;44,859890
Johnson;100;1980;intermediario;49;28;43,406033
Johnson;100;1980;intermediario;49;29;42,450997
Johnson;100;1980;intermediario;49;30;43,153929
Johnson;100;4950;denso;50;1;75,185411
Johnson;100;4950;denso;50;2;76,984648
Johnson;100;4950;denso;50;3;76,590757
Johnson;100;4950;denso;50;4;76,736489
Johnson;100;4950;denso;50;5;77,377159
Johnson;100;4950;denso;50;6;73,542660
Johnson;100;4950;denso;50;7;75,767792
Johnson;100;4950;denso;50;8;75,808854
Johnson;100;4950;denso;50;9;74,897093
Johnson;100;4950;denso;50;10;76,200634
Johnson;100;4950;denso;50;11;75,493591
